content,username,level,stars,likes,time
好玩，确实是一款精心打磨的游戏。玩家自己创建地图基地的基建也很有特色。基地也可以通过分享的图纸一键完成。目前玩下来感觉量大管饱，主线剧情没注意全跳了也感觉很好玩。也因为指引设计比较合理。玩法给到顶级 人物画面音乐都很酷直接夯，抽卡也是运气不错直接组了一个完整击破物理队。所以就越玩越上头。目前情况来看接下来目标应该是丰富玩家抽卡内容和售后体验。等我到5零我再看看怎么样。  武陵真漂亮啊，庄方宜也好看。,阿凉凉柧,6,5,0,2026-02-02 15:20:16
虽然玩方舟的动机是为了去终末地打灰，但为了冲战舰世界排行榜没挤出多少时间来玩。开服第一天一直怕落后别人使劲看攻略，但真落后那些肝帝又感觉没什么问题。现在地图四周迷雾都还没解锁，像玩大表哥一样到处跑，顺便打小怪拉电线。一直对修东西建东西感兴趣，冰汽时代玩了130多小时，战地5虽然打不过别人但修防御工事也修的很开心，终末地的工业感觉挺复杂估计要点时间学，不过无所谓。抽卡目前抽了两个十连啥也没有挺正常，抽卡资源感觉挺少，源石换合成玉的比例也减了，而且抽卡不继承，这可不是好文明，这个希望以后能改一下。战斗方面我感觉还行，这种跟塞尔达一样类型的游戏我是第一次玩，特效什么的我觉得挺不错。剧情方面没什么太出彩的，也没什么爆雷的，就像一本书的一开始。解密感觉还不错，放格子形式有点像幽灵行者一的技能组，或者更像数学益智小游戏，虽然有几个想不出来，挺有意思。总得来说我觉得挺满意的。,无聊413,6,5,1,2026-01-24 00:40:00
五星防删       先说结论，终末地画面质量超大杯中，战斗手感中杯上，剧情体验中杯中，地图设计大杯下，抽卡体验中杯中，UI设计中杯下（先别骂我），综合评价为中杯       手感方面，角色打击动作轻飘飘的，打在怪身上没反馈就算了节奏还怪，视角乱飘，视角缩放比更是有时打着打着变成了角色贴脸，开场剧情那一段boss战强制抬头锁视角更是为了所谓的演出效果整出了最恶心的战斗体验       剧情同样是重灾区，被唤醒后就牵着到处当劳工，开场就是四五个小时的强制剧情和教学，没撑过去你连体力都不配清（中途沉睡了一次才把剧情跑完，结束后给我电子养胃干出来近两年头一次粥本体体力爆满基建冒红光），关键剧情也没有什么关键作用，还要被人K头＋拿枪指头，选项基本全是犹疑       地图设计到处小断崖，角色那堪比不死人的性能八辈子爬不上去，宝箱颜色暗的和路边的石块一样，地图上的地形基本只靠崖边黑条区分，其他部分基本没区别，导致左上角那小的离谱的小地图根本没用       UI设计那更是重量级，满屏小红点，点进去一个大分类还没法全清，必须一个一个点进去点掉，而且右上角的背包编队等等界面是没有文字标识的，联动起来的效果就是：我想找一个东西→分不清是哪个只能都点一遍→过剧情→忘了是哪个→只能再全点一遍的循环       抽卡就不长篇大论了，谁不想急头白脸肝上四五个小时抽个卡保底抽出一个六星小男孩加三四个拿枪指我头的狼男和大扫胖福瑞呢       粥拿六年把我变成了小金鱼诺兰，终只用了一天让我变成了崔格,御坂6803号,6,5,1,2026-01-24 22:47:43
目前打到那个风雨欲来那里了，目前来说各方面都挺一般，远不如当年的原神那么惊艳，这还是我作为当年方舟开服老玩家，有情怀和滤镜加持情况下的评价，现在我只能说尽量撑到武陵城，看看能稍微改观不能。几个观感:打斗特效严重不足，跳斩和小技能那跟个强力击一样。剧情方面继承当年方舟开服的谜语人，不知所云。过图连个提示都没有，就是让人硬找或者找攻略，就说风雨欲来那个逼高压电网我来回找了十几分钟进不去，我实在没招了，进站里一看攻略，嗷，得自己制做个爆炸物才能推进，你们是不是觉得自己可幽默可风趣了。这五颗，一颗是给你们的，没有功劳也有苦劳，另外四颗替我转交给方舟文案，看在最近一章主线工人同志的份上。,古不帅的东线不妙屋,6,5,4,2026-01-22 20:06:47
零氪 玩了一天 目前二十级 50抽up出没歪 新手池40抽一红 常驻池54抽三红 这游戏爆率这么高的吗😨  肝了五天，目前49级接近50级 肝完主线➕支线后 现在up池110抽三红一莱万汀一别礼一小羊 常驻池90+抽五红一余烬二骏卫一小羊 新手池黎风 武器池基本上10-20抽一红或两红  现在主线完成了，基建也差不多了  目前状态： 电呢电呢？哦哦这堵了 材料呢材料呢？哦哦这堵了 黄花呢黄花呢？我靠黄花没了 赶紧从四号谷地搬一点过来 体力怎么恢复的这么慢😠体力怎么恢复的这么慢😠体力怎么恢复的这么慢😠体力怎么恢复的这么慢😠体力怎么恢复的这么慢😠体力怎么恢复的这么慢😠体力怎么恢复的这么慢😠体力怎么恢复的这么慢😠体力怎么恢复的这么慢😠 为什么不让我攀爬😃为什么不让我攀爬😃为什么不让我攀爬😃为什么不让我攀爬😃为什么不让我攀爬😃为什么不让我攀爬😃为什么不让我攀爬😃为什么不让我攀爬😃 武陵券不够用😨武陵券不够用😨武陵券不够用😨武陵券不够用😨武陵券不够用😨武陵券不够用😨武陵券不够用😨武陵券不够用😨武陵券不够用😨武陵券不够用😨武陵券不够用😨 不耗碰到水了😰不耗碰到水了😰不耗碰到水了😰不耗碰到水了😰不耗碰到水了😰不耗碰到水了😰不耗碰到水了😰 这地方怎么走😡这地方怎么走😡这地方怎么走😡这地方怎么走😡这地方怎么走😡这地方怎么走😡这地方怎么走😡这地方怎么走😡这地方怎么走😡这地方怎么走😡这地方怎么走😡 装备蓝图怎么上去拿😱装备蓝图怎么上去拿😱装备蓝图怎么上去拿😱装备蓝图怎么上去拿😱装备蓝图怎么上去拿😱装备蓝图怎么上去拿😱装备蓝图怎么上去拿😱 你这蜜汁怎么乱动啊🙄你这蜜汁怎么乱动啊🙄你这蜜汁怎么乱动啊🙄你这蜜汁怎么乱动啊🙄你这蜜汁怎么乱动啊🙄你这蜜汁怎么乱动啊🙄你这蜜汁怎么乱动啊🙄 打不动怪😄打不动怪😄打不动怪😄打不动怪😄打不动怪😄打不动怪😄打不动怪😄打不动怪😄打不动怪😄打不动怪😄 材料不够而且没刷😋我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀我的蘑菇😀 材料不够而且没体力😊升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛升不了角色升不了武器😛 终末地是世界上最好玩的游戏😭😭 终末地是世界上最好玩的游戏😭😭 终末地是世界上最好玩的游戏😭😭 终末地是世界上最好玩的游戏😭😭 终末地是世界上最好玩的游戏😭😭 终末地是世界上最好玩的游戏😭😭,五条LuvVenti,6,5,0,2026-01-26 18:19:58
刚到武陵，武陵真好看！别的不说，流水线这块的操作优化独一份，手柄也适配的不错，拉产线玩蛮有意思，基本还是幸福工厂拉带子的玩法，目前这块其实网游化了会比较纠结，自己建吧，不可能一步到位，然后网游了又难免变得功利，把我玩的左右脑互搏了。不过最后还是选择自己慢慢拉有意思，本来就是冲着这个玩法来的。和传统的基建游戏相比，场地资源从其他游戏的略微重要变成了非常重要（毕竟戴森球打地基，幸福工厂浮空建，异星工厂铁道系统还有土地比较大）其实还让我想起来另一个国单，也是场地不断扩大，走机器口的这种，应该是叫江城创业记 战斗方面同时让我冰火两重天，配队深度蛮高的，我用冰队也玩的挺舒服，紫角色目前看也有用。但是，打击感真的糟糕，不知道怎么说，就是感觉软绵绵的，这个东西很玄幻只能说见仁见智。 音乐和过场演出很棒，目前来说看到了蛮多死亡搁浅和幸福工厂的影子，恰巧这两款游戏我都很喜欢，所以结论是我很喜欢。,みなみちあき,6,5,2,2026-01-25 00:24:56
［剧情体验］非常好玩的游戏，成功治好了我的失眠症状，已经卸载了，晚上再下回来辅助睡眠  ［抽卡体验］那个粉色的羊来着，新手池赤满出了这个，然后你告诉我免费送？那我算啥，🤡吗？别跟我说啥一命带机制有强度啥的，你得先留下我玩ok，我就想多体验几个角色就这么难吗，低星肯定是阉割动作模组的高星又难获取那我玩集贸啊。然后还有那个武器池要抽角色池才能出，那我只想要武器怎么办，闹麻了🤡  ［福利］玩俩小时凑不齐一发限定十连的来了，玩过米游以后我第一次见比牢米还抠门的，你这家伙真的是为人类设计的游戏吗  ［游戏玩法］你到底想做个什么样的游戏，不觉得这种建造和战斗巨tm割裂吗，蘸豆爽大把大把游戏可以玩，流水线工厂是戴森球不好玩了还是异星工厂不好玩了，我一定要玩你这不伦不类的四不像吗😅其他反人类设计不胜枚举，总之给我十分钟迷路三次你是这个👍   【画面音乐】目前为数不多能想到的优点了，建模相当可以，画面也不错，优化也好，从来没卡过，这个确实比我最近玩的任何一款二游都好，然后音乐声音调低了没听清楚不做评价，剩下的找不到优点了  好久没这么酣畅淋漓的赤石了，真不赖，继续等下一坨吧，希望你们能做越来越好总之我不奉陪了  不好评看不到吗有点意思，那我也来恶意好评了，xd们快来狠狠爆米😋,墨染君夜,6,5,1,2026-01-23 17:32:21
我去了戈们，我方舟开服老登跑来看看，你这玩法太特么难受了，又搞基建又搞制造的，材料还要大老远跑去采集，你把我当帕鲁呢？，你这玩法真不适用于二游这一块，真的，特别是处于开服，剧情也就那样，玩法还这么麻烦，专业术语跟隔壁谜语人一样又臭又多，你是真不怕开服褒姒啊？玩一半卡15级，东拼西凑搞到14级，玩到矿场那真玩不动了，玩法都没怎么玩懂，还有那发电机（什么协议），那诗人能想出来的吗，合着整个四号谷地就tm一个发电的啊，跑图看到宝箱你跟我说要跑老远到发电机把电接到宝箱这来才能拿，你玩我呢？，还有那限定卡池，你要实在摸不出来一个新的卡池规则，就直接用米池，也没人说，还有这像合成玉一样的抽数，新手期你让玩家怎么达到一个保底的抽数，更别说还tm120抽啊！，我nm现在把15级前能搞的基本都拿了，冲了一个98，就为了42奶奶（念方舟旧情），才抽了30多抽，md你告诉我怎么玩？靠！，給五星不能让我一个人吃到史😇,巴别塔51号工程师,6,5,1,2026-01-23 11:51:24
暂时就战斗方面希望可以像ff7那样……虽然可能是我想太多了，如果可以的话还是希望战斗时有明显的角色切换的视角，这样比较有沉浸感，只是放放单一技能感觉好单调，以及既然都做出四人小队一同探险的模式，希望到时在游戏中可以看见小队成员在大世界里有互动的内容，比如一同饮食啊聊天啊啥啥的，其他地方目前都挺喜欢 更新，基建玩法看起来很有趣，似乎是很多资源的获取点，我希望基建除了摆放工具设备外可不可以多个棚子罩一下顶不然光秃秃的，我希望可以像深海迷航那样子建造有可进入空间的设施，里面再摆放工业设备  2025年7月16日更新 很惊艳鹰角再次测试展现出来的效果，我觉得画面表现真的特别棒，场景和人物都看的很舒服，战斗方面感觉利落了很多，不过我依然觉得在动作表现方面还可以有更高的追求，但是这样可能又需要在和怪物的战斗交互方面进一步做出思考🤔我之所以这么认为是因为战斗元素在探索过程还有boss战中如果依然只是追求正确释放技能的数字表现会很无趣，如果连携技的加入是干员之间有新的动作表现就好了 作为玩家个人感觉游戏好玩的关键是沉浸感，和方舟作为2D手游不同，一个关卡的游戏时间不长但在一整个游戏流程下来都是需要进行决策和思考的，在游玩的过程中自然而然会有沉浸感，一把游戏下来打完了不会很累，但是在玩3D游戏的过程中我个人会很容易产生疲劳感，如果从目前展示出来的实机演示效果来看，一个新箱庭地图的探索，我个人认为如何在资源探索的过程中觉得好玩，首先精美壮观的风景是3D游戏在这一过程中给我带来的享受，这一点是终末地目前的画面表现已经可以做到的了，就是需要不同的箱庭地图之间能够做出很好的丰富的风格化差异，以及在资源探索的过程中我可以和地图中的资源点等等有怎样的互动，包括突发事件，收集物，彩蛋，以及是否可以在地图上增加地牢的玩法(比如老滚5)来作为非大箱庭地图重复性资源的获取，结合任务剧情同时也可以拓展世界观 打灰系统个人认为是很好的减轻跑图刷材料给我带来的枯燥感的方式，因为地图肯定是第一次跑的时候最好玩，有了打灰系统那么我希望在第一次跑图完搭建起完整的资源获取的流水线之后，养成资源就能够像方舟的基建一样方便获取，个人认为在拉电缆的过程中给我的感觉会转为像类似模拟经营的方式，我个人希望打灰系统的可以结合地图有更多的交互，比如随着完整系统的搭建地图生态会有一个变化，也就是说可以满足玩家个人的创造感(当然这只是我个人的直觉) 最后还有肉鸽模式，我个人感觉终末地作为3D游戏单纯的打打杀杀并不适合用来做肉鸽模式，还是一样的会带来疲劳的感觉     全面测试来了我来更新评价了! 这次放出的画面内容总体上是对我们玩家回应的一些问题的优化和细化，特别是战斗连携技这块我觉得很爽快，很不错呀!随着时间的推移和技术的进步在后面一定可以表现出更多令人惊喜的效果!我太喜欢年轻老爷子的技能设计了!不是单纯的特效砸一下而是会出四个大盾卫出来808080敲，超帅的!还有前瞻中的城市和风景也是非常美丽!我想看到实机中探索的时候队员们的引导互动是怎样的，就像上古卷轴5里的随从在面对一些场景中会有他们自己的个性化语音，这种沉浸的感觉是我玩这类游戏中有了队友后特别想看到的 角色建模也很好看!可以说有的甚至在渲染下比立绘还好看，比如伊冯42姐还有小羊，唯一感觉不足的就是别礼的建模的整体的蓝色饱和度？还是色调什么的和立绘相比有点差距，感觉建模显得有点塑料和荧光了，没有那种协调的感觉  2025.12.1我又来更新评价了 随着此次资格节奏的风波中，还是希望yj能对游戏玩法做出更大的改进，我希望基建玩法作为终末地的特色能真正做出亮点而非仅仅绑定战力，基建玩法作为基建玩法可以从战力绑定外跳出来做成解锁新区域的手段，类似深海迷航那样，本身终末地故事背景就是在塔卫二这个星球上，而我玩深海迷航时非常沉浸于外出探索收集蓝图然后制造出新的东西比如海蛾号、独眼巨人，并且通过这些工具可以进入到更神秘的区域探索，我相信玩过深海迷航的玩家一定都体会过下到失落之河见到生命之树的震撼感，而且这样也会让基建的搭建在目的上来说更为区域探索赋能，个人认为也符合终末地探索并建造设施的背景，如果只是从战力上绑定基建系统，基本上很多玩家根本没有耐心会去花费那么多时间刷这刷那的，就跟我玩鸣潮、原神之类的游戏一样，有限的游戏时间内我希望探索能够引起我兴趣的地区，而非刷副本，而基建系统的搭建能否在满足战力提升轻量化（就像方舟里的基建一样）更多服务于区域探索呢？以及既然想以基建为卖点，更丰富多样化更多功能甚至是可以满足玩家自定义风格化需求的基建设施我认为也十分重要  来了来了，20号火速下载，能不能现在让我进去，或者一拳把我打晕到22号_(:зゝ∠)_   2026年1月26日更新 第一章到源石研究园之前无聊的我想睡，后面开始好玩，这个好玩是无论战斗还是基建各方面的，包括boss演出和剧情演出也是 抽卡体验烂完了，给我的感觉就是给yj说的那么多的好话都不如给路人随便的零零碎碎，42池大保底出前面歪的还是送的40连保底出的余烬，武器 池歪的彩也是没有角色专武的，然后还要被朋友海 豹闹麻了   2026年1月30日更新 熬过前面的新手期到矿源区之后太好玩了，一直玩的停不下来，满脑子都是去舔图拉电线，武陵的风景特别美丽，地图探索和解密都结合的很好，整体来说都是只要看一下就知道该怎么拿了，也可能是我把莱万汀的大保底肝出来之后开始体会到游戏的乐趣了，在没到武陵之前把四号谷地舔个百分之七八十就有大保底了，剧情演出方面前面也说过了到矿源区后开始来劲了，推到目前武陵的演出效果很棒，就是可惜武陵好像还没有领袖级敌人，那个大水花子等级上去之后我再去打的一下子就没有了，反而葫芦洞的三头大车和岸边石窟的虎先锋有魂游里隐藏boss的风范，希望后面能继续看到像三位一体和白垩界卫一样战斗演出的boss，暂时先写这么多继续玩去了  2026年1月31日更新，玩了天井院太喜欢这种小多层的设计了，希望以后还会有  2026年2月10日更新 目前武陵全收集，武陵的电线设计相比四号谷地方便太多了，四号谷底的电线给我的感觉就像步步惊“心”，每一步都在丈量着是否在80米以内，而武陵的只需要点位之间够80即可不用玩家再一步步去拉，武陵的解密虽然大伙说层次来看没有四号谷地好，但解密我觉得也是有有意思的，比如青蛙这个解密我很喜欢，特别是景玉谷那一块在荷叶上的青蛙解密我觉得和地图融合的很好，还有就是发现对蜗牛滋水可以让它变大这个小设计我也很喜欢 体验完终末地目前的内容我的感觉是各个玩法目前展示出来的还挺浅的，我说的浅是效果上的浅，不管是战斗还是基建，当然仅仅是这么浅的内容也需要玩家投入相当量的时间才能体验完，像我这种基建基本靠蓝图速成的就不必多说了，如果是对于出攻略的第一梯度的玩家而言可能压力相对会有点吧 然后是我从二测开始到现在就在关注的战斗系统，就是视角问题这个一直没有改善沉浸感上的体验，具体而言在于我想看到的是四人战斗当我们切换主控角色事视角应该是从我目前控制的角色跳到或者说拉到另一个角色身上，这才是为什么我提FF7re的战斗的原因，但终末地直至公测目前还是像其他那种大世界二游一样原地切人的模式，这是我觉得没有做出区分度的地方，都已经是这种小队作战的模式了但切换角色视角这个地方是有什么技术难点吗，也可能制作组觉得目前没有必要改进这种无关紧要的地方吧 回望从测试时期的期待到目前公测时写的评价，惊喜发现我个人评价中期待的很多地方其实yj都有做到，比如箱庭地图之间的风格化差异，比如随着基建产出将货物卖给据点所带来的据点建设，比如我期待看到的类似魂游设计的boss演出，尽管一开始过新手教程一样的四号谷主线前四章时我觉得很无聊，但后面随着剧情的深入游戏各方面都开始发力时我觉得真的很好玩，希望yj能继续给玩家们带来惊喜 聊了很多玩法上的，好像就剩剧情上没谈了，说实话作为玩家目前对主线剧情的最大感觉是一无所知的“我”也就是管理员又面对着上一个自己给自己留下的迷题，在演出方面武陵毫无疑问上了很多档次，单论剧情的话目前能牵扯我情绪的还没有，就是能够像方舟主线第八章阿丽娜、孤星还有巴别塔给我带来的感觉的还没有，反而干员个人剧情比如莱万汀的我特别喜欢 只看莱万汀剧情它真的是目前我有很大情感联系的剧情，因为我真的代入到里面管理员里边了，一个刚苏醒什么都不知道就被身边人说自己是英雄干了很多大事而且干的大事甚至还是开国元勋那种级别的我只会觉得别人嘴里说的我和现在的我很割裂，毕竟没有那段记忆我真的会想那些事真的是我做的吗？在没有记忆的情况下其实真的很难有归属感，伴随着这种想法想要找到过往然后遇到同样也在找寻记忆的莱万汀，她眼里的我不是那个干了很多大事的那个在我看来很遥远的我，而是一个和她一样有着对过往迷惑的找寻自己记忆的同路人，然后我们一起在源石空间里找寻记忆解开心结，最后互相承诺我们可以见证彼此的存在，这种亲密关系上的承诺才是打动我的地方，也使得这个角色变得特别，我知道很多人喜欢方舟里剧情，但是我很难带入进去，没有终末地这段支线演出，我对42姐的印象就是强度至上的第一排和一个一直在找寻自己记忆的人设，除开萨米肉鸽有补全42姐人设，42姐的语音和档案这些体现角色性格以及和博士关系的地方我是感觉和博士并没有很密切的 然后除开莱万汀与管理员之间建立的情感联系，莱万汀和42姐的后续和衔接我也觉得写得很好，我自己过完我是没有觉得割裂反而觉得很欣慰，42姐在罗德岛能够真正作为自己并把罗德岛作为一个家生活不仅给明日方舟的博士们给了个交代，同时我自己作为一个既玩明日方舟也玩终末地的管理员看到莱万汀通过42姐的这个结局也找到了自己的答案那么就是找到自己当下的幸福我也觉得很感动，而且这个幸福同时还是与作为管理员的我有关系的“我们可以见证彼此的存在”，有一种即使物是人非但穿过了时光我们依然心系彼此的感觉，再加上单机化的演出我是真的觉得莱万汀剧情很好,米修多布雷,6,5,6,2026-02-10 20:55:47
物理队比火队好玩,菌风,6,5,1,2026-02-16 20:16:21
u1s1，蛮不错的，没玩过基建类的游戏但是在玩明日方舟，奔着情怀来的，收收菜跑跑图搞搞基....建，看看风景蛮不错的。玩法不错，可玩性一般，剧情欠打磨，npc有点丑，奖励一般（爆率挺高），我觉得一个游戏最重要的就是可玩性，这一点我是觉得还行的。然后就是角色上，建模绝对是很厉害了，但剧情上有点尬，缺点意思。我玩旮旯game的，真感觉建模或者原画基本合格就行，但剧情一定是不能敷衍的。但感觉现在二游包括终末地有点本末倒置了，技术猛猛堆料，但是对于剧情这种耗费大，回收少还没人愿意仔细看的东西都不太重视。（一方面是玩家的畸形，一方面是市场的畸形）也不说玩家不看剧情就怎样了，本来玩游戏就是自己高兴就好。但我是从我角度来讲，我玩了很多剧情小说旮旯game，也玩过市面上绝大部分二游（崩，铁，原，鸣，粥），一些优秀的剧情小说看之后也许记不清角色长什么样，但过去很久很久后想起一些片段劲儿都有点大的，甚至有种融入自己生活的感觉（很难形容，就是感觉和他们一起经历了这么多，忽然感觉他们就在现实的某个角落，和看动漫完全两个感受，无论技术力再高，也没办法完全还原那种文字作品的魅力。），看到自己喜欢角色的周边真的是会有种怀念的感觉的，旮旯game就很多地方其实挺粗糙的或者画风很老，但是真的不妨碍去喜欢一个角色。但是对于二游来说，好像喜欢一个角色大多数原因只是因为她好看或者有强度，人设讨喜，想买来摆box里当手办，没事的时候就拿出来看看，反正这个角色up一过去就没她戏份了，就算有也是碎片化的，抽完放着，马上抽下一个。（但也没办法，毕竟剧情小说提供的庞大的文本量全部是服务于一个主角，相当于主食，感情是很有基础的。但二游还要靠一直出角色赚钱，相当于快餐，需要在一小段剧情里体现人物性格）所以二游不太留得住我，新鲜劲一过新游一出就玩下一个去了，但剧情小说这种重复的文本却反而能吸引我一遍一遍回味。好像废话有点多了，总之我觉得终末地可以给个7.5，希望越来越好吧😋,lei星河,6,5,0,2026-02-01 14:24:42
怎么说呢……我算是体验到了什么叫时间飞逝……想要一次性穿越到几个小时后，就玩终末地。 不足也是有的，就是剧情不如方舟，而且培养一个角色的成本也比方舟高，而且有点费手，对手残党不是很友好，战斗还不能暂停，很多时候根本反应不过来…… 总体玩法不错，喜欢工业生产和解谜。,浩浩朝夕池,6,5,0,2026-02-01 19:51:45
好玩的，42剧情不错，手机端优化非常好，不掉帧清晰。战斗比较简化，探图体验挺好，内容非常多，抽卡0.8概率有点低，个人适应不来。 福利整体不错，3天玩下来已经42保底，武器基本白送，潜能不太清楚提升幅度。 基建还没太细整，打算抄蓝图。 战斗不简化  探完很空虚,MeduGor,6,5,0,2026-02-19 10:23:50
其实我之前是拒绝玩这个明日方舟终末地的，后来我试玩了一下，哇，抽奖爆率真的很高，还送几百抽，抽奖全部都是buling buling的，呃，忙的时候基建还可以离线挂机，材料拿到手软，现在每天带着干员去铺电线搞基建，哇好有趣，嗯，蛮好玩的,单机平民,6,5,2,2026-01-24 21:28:25
抛开抽卡倒是一款非常值得一玩的单机游戏，坏消息缝合怪，好消息幸福工厂死亡搁浅全缝了，反正我扯生产线扯了两小时意犹未尽，顺便拉拉电线做做基建，路上还能打打怪，只能说弱保软当道，这种确实不适合大众，别火也别似、正常更新就行 ps 记得用电脑玩,知衿尘,6,5,2,2026-01-24 03:03:34
剧情确实有点无聊，缺乏爆点。但史尔特尔剧情做的不赖。   个人觉得现在这款游戏节奏这么大，原因不是他不好玩，而是部分受众群体不受。很明显觉得好玩的人是真的喜欢上瘾，不好玩的人觉得这个游戏烂透了   只能说等这波风波过去之后，这款游戏应该才能稳定下来。   建议提升提升剧情质量。   这是款不错的游戏，还请游戏制作人多多努力。,小疯子屑不肉,6,5,2,2026-01-24 09:14:31
福利太差福利太差福利太差！终末地和明日方舟不一样，福利一点也不鹰角。 但是说实话，对于平时有时间玩游戏的人来说，终末地绝对值得尝试，只有拉过电线建过滑索的人，才会知道这游戏有多上头，一天玩个五六小时网上一点不觉得无聊，这游戏只是玩法多，但绝对不是不好玩,-江逆流-,6,5,1,2026-01-26 21:38:18
好玩，上头，顶级建模，玩法也对我胃口。人设好看，画面顶级，优化很好，音乐和ui也没得说，一贯的高水准。 但是能不能别让我吃保底了，武器池70抽就40抽时一个红，还歪了，这合理吗,超不起眼的路人,6,5,1,2026-01-26 19:27:12
经过这几天深度体验之后评价一下：电脑端的画面表现太赞了，武陵那里美呆了，带着我的42拍了很多照片。前期的基建体验很不好。一上来就是复杂的设定，教程也太多了推荐合成几个大教程。为了追求空间利用率和产出效率，每次解锁不同等级的基建科技还要拆掉再铺一次，而且初始的地块有点太小了，升级花费对于那么一小块地来仓库说算是非常大了，这些都让前期开荒难度大了很多。不升仓库线少了太多的出货口，那个进货口非常的鸡肋。整体的生产效率也被进出货的速度限制住了，0.5单位/秒意味着搓高级物资要拉好几条产线来满足那种10/15单位一次生产消耗的高级物资。共享设备倒是不错，各种留言互动让我没有打原时候那种孤单感，共享滑索也不错，我在核心区甚至没插过几根滑索。队友跟随也很好，配合战斗让沉浸感很强。总的来说，游戏底子是很不错的，是我真正抛弃了某焊接和原的强度追求，能进入心流状态的游戏，之前这样让我沉浸的游戏还是文明六和群星，乍一看设定很多很复杂，深入体验一段时间之后就能感觉到特别好玩，不定闹钟就能一打打一天，治好了我的电子阳痿。二游如果都是往短平快发展，将数值和建模的意义无限放大，最终趋于同质化，真的能有未来么？ 【可玩性】 各种玩法都兼容，适合平时以及过年过节有充足时间的人连续游玩。 【画面音乐】 画面和音乐算是一流水平，4060最高画质一点卡顿没有，跑满上限120帧，配合这种接近写实的美术风格代入感真的超级棒。每个场景的配乐都是不同的，而且都很好听，我最喜欢武陵的配乐，国风太棒了。 【创新之处】 基建玩法，有种小时候拼积木和乐高的感觉，但缺乏深度，而且上手难度比较高，主要还是引导做的太散乱。不看教程自己探索的话很吃理解力。画风偏写实，精致程度能跟我玩过的很多3a掰手腕，游戏优化特别好，电脑4060手机骁龙8gen1都能有很好的画面体验。把二游类单机的游戏架构导致的开放世界探索困难这一问题，通过死亡搁浅的“即使是在一个看似孤立无援的世界里，人们依然能够通过各种方式找到彼此，并建立起有意义的关系”的理念，把玩家们联系了起来。 【不足之处】 基建作为核心玩法难度梯度太大，上手门槛高。给的资源很多但是很分散。共享设备逻辑奇怪，滑索只共享单根，而且不在物资点的概率很大，挡路了还要手动一个一个拆。UI太乱，按个ESC能给我逼成密集恐惧症。 【入坑建议】 这不是一个二次元爽游，如果想体验短平快，满脑子只有胸脯大长腿和爽抽，这游戏的基建核心玩法是完全不符合你的预期的。卡池很有特点，抽卡的选择灵活度很高，游戏的体验也不会因为你没抽到开服第一个限定角色就烂到没法玩，我本人就是物理队刷完了第一章boss，打完第一章boss才建完产线，很多地方都没拉电线。别被资源点吓到，让你产生延迟满足的时间没有想象中的那么长。,J10今天吃什么,6,5,0,2026-01-26 00:55:02
瞌睡死了瞌睡死了瞌睡死了！我数学课都没睡的这么安心 八点的时候我还有玩的记忆 现在一睁眼十一点了 想当年o刚出的时候我不氪纯肝一个月就五十级了 还是玩了俩号 你对不起你的建模…！这下o真的变成行业标杆了 你满意了吧！ 我在新手教程的时候就感觉战斗感很诡异 不如隔壁绝区零也比不上老游戏永远的七日之都 而且鸣潮都没这么糊！ 剧情也很诡异 我十年没醒 这么重要的人物0个人特别激动 一个人昏迷十天都不会这么平淡吧 而且我这么重要天天干苦力的活？也不是不能干 只是十年了啊 他们什么也不会怎么活着十年了？而且他们战斗力也太差了 我理解想突出我的重要性 但是也不能这样吧…明日方舟的脚本套都套不好… 最最最重要的是这种游戏越来越多了 连o都变得不那么抠搜了 你竟然开服福利就这？都快过年了啊 隔壁1999都送的一百抽 还有别的零零散散又一二十抽…你到底懂不懂大世界游戏和粥是有很大区别的 粥可以养老 大世界哪怕我每一个都拉满 也不可能那么轻松 你竟然一抽还那么贵？ 准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗准备过年直接不干了吗,椄二连三妄想症,6,5,2,2026-01-23 23:37:41
